2023-06-29 15:35:14,818 INFO    StreamThr :666283 [internal.py:wandb_internal():86] W&B internal server running at pid: 666283, started at: 2023-06-29 15:35:14.817608
2023-06-29 15:35:15,140 DEBUG   HandlerThread:666283 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-1033-gcp-x86_64-with-glibc2.31', 'python': '3.9.16', 'heartbeatAt': '2023-06-29T15:35:15.099690', 'startedAt': '2023-06-29T15:35:11.115311', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/sotoblanco/mlops-zoomcamp.git', 'commit': 'aac650ff26071ec63c28c842cd001daf1468890a'}, 'email': 'sotoblanco263542@gmail.com', 'root': '/home/pastor/mlops-zoomcamp-course', 'host': 'de-zoomcamp', 'username': 'pastor', 'executable': '/home/pastor/anaconda3/envs/wb-zoomcamp/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2199.998, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2199.998, 'min': 0.0, 'max': 0.0}, {'current': 2199.998, 'min': 0.0, 'max': 0.0}, {'current': 2199.998, 'min': 0.0, 'max': 0.0}, {'current': 2199.998, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 57.96697235107422, 'used': 20.55133819580078}, 'memory': {'total': 15.623279571533203}}
2023-06-29 15:35:15,140 INFO    HandlerThread:666283 [system_monitor.py:probe():211] Finished collecting system info
2023-06-29 15:35:15,140 INFO    HandlerThread:666283 [system_monitor.py:probe():214] Publishing system info
2023-06-29 15:35:15,141 DEBUG   HandlerThread:666283 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-29 15:35:15,142 DEBUG   HandlerThread:666283 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-29 15:35:15,142 DEBUG   HandlerThread:666283 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-29 15:35:15,994 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_created():272] file/dir created: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/conda-environment.yaml
2023-06-29 15:35:15,995 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_created():272] file/dir created: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/requirements.txt
2023-06-29 15:35:15,995 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_created():272] file/dir created: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/wandb-summary.json
2023-06-29 15:35:17,741 DEBUG   HandlerThread:666283 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-29 15:35:17,743 INFO    HandlerThread:666283 [system_monitor.py:probe():216] Finished publishing system info
2023-06-29 15:35:17,744 DEBUG   SenderThread:666283 [sender.py:send():369] send: files
2023-06-29 15:35:17,745 INFO    SenderThread:666283 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-29 15:35:17,771 DEBUG   SenderThread:666283 [sender.py:send():369] send: telemetry
2023-06-29 15:35:17,812 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:35:17,812 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:35:17,956 DEBUG   SenderThread:666283 [sender.py:send():369] send: use_artifact
2023-06-29 15:35:17,993 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/conda-environment.yaml
2023-06-29 15:35:17,993 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_created():272] file/dir created: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/wandb-metadata.json
2023-06-29 15:35:18,064 INFO    wandb-upload_0:666283 [upload_job.py:push():133] Uploaded file /tmp/tmpcf9njny9wandb/76bao5sk-wandb-metadata.json
2023-06-29 15:35:18,993 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_created():272] file/dir created: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/output.log
2023-06-29 15:35:20,088 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:20,994 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/output.log
2023-06-29 15:35:25,089 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:30,091 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:32,768 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:35:32,769 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:35:35,813 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:40,814 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:45,821 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:46,005 INFO    Thread-75 :666283 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/pastor/mlops-zoomcamp-course/02_wandb/wandb/run-20230629_153511-78lzcbbp/files/config.yaml
2023-06-29 15:35:47,769 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:35:47,769 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:35:51,803 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:35:56,804 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:01,806 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:02,769 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:36:02,770 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:36:07,796 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:12,797 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:15,103 DEBUG   SystemMonitor:666283 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-29 15:36:15,105 DEBUG   SenderThread:666283 [sender.py:send():369] send: stats
2023-06-29 15:36:17,769 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:36:17,770 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:36:18,796 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:23,798 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:28,799 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:32,769 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:36:32,770 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:36:33,814 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:38,815 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:43,816 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:45,105 DEBUG   SenderThread:666283 [sender.py:send():369] send: stats
2023-06-29 15:36:47,769 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:36:47,770 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:36:49,799 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:54,800 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:36:59,801 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:02,770 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:37:02,771 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:37:05,795 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:10,796 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:15,106 DEBUG   SenderThread:666283 [sender.py:send():369] send: stats
2023-06-29 15:37:16,106 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:17,770 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:37:17,770 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:37:21,794 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:26,795 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:31,796 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:32,770 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:37:32,771 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:37:37,794 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:42,796 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:45,107 DEBUG   SenderThread:666283 [sender.py:send():369] send: stats
2023-06-29 15:37:47,770 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:37:47,771 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:37:47,796 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:52,798 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:37:57,799 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
2023-06-29 15:38:02,771 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: stop_status
2023-06-29 15:38:02,771 DEBUG   SenderThread:666283 [sender.py:send_request():396] send_request: stop_status
2023-06-29 15:38:02,817 DEBUG   HandlerThread:666283 [handler.py:handle_request():144] handle_request: status_report
